,dis,rank
Dsp,600.7878966749655,1
Col3a1,56.622789829323374,2
Hbb-y,45.61418499372129,3
Hba-x,43.69122841132445,4
Hba-a2,41.39340751192994,5
Hba-a1,36.07120226026458,6
Hbb-bh1,35.939021575618185,7
Vcan,14.1467544461492,8
Fbn2,11.658960060456307,9
Cnn2,9.961582127057799,10
