,dis,rank
Dstn,3575.192145531143,1
Col3a1,21.03642420604694,2
Foxg1,6.728182093859081,3
Bcl11a,6.294104540571931,4
Meis1,5.831518574646192,5
Hbb-y,5.300656633532254,6
Hba-x,5.161201620653692,7
Vcan,5.127967829841296,8
Fbn2,4.6092487729061835,9
Hba-a2,4.441487013608081,10
