,dis,rank
Parm1,15611.595668324419,1
Col3a1,290.4033595454045,2
Glra1,230.07285507582364,3
Hbb-y,216.20679768494276,4
Ednrb,215.2437376426461,5
Hba-x,192.87350753355125,6
Hba-a2,183.03212969159503,7
Hbb-bh1,172.68359690954185,8
Fbn2,165.87862447796965,9
Cnn2,163.29992384693057,10
