,dis,rank
Prkag1,0.670410002476121,1
Pdhb,0.0,2
Pax5,0.0,3
Pax9,0.0,4
Pbx3,0.0,5
Pcdh19,0.0,6
Pcm1,0.0,7
Pdgfa,0.0,8
Pdlim3,0.0,9
Parm1,0.0,10
