,dis,rank
Sec61a1,29.58489605653397,1
Rbp1,21.766318669531593,2
Adgrl2,18.05392794744883,3
Gm11263,4.1906028745473645,4
Col3a1,2.794286247602938,5
Hbb-y,1.797989906822918,6
Hba-x,1.6346013264801202,7
Hba-a2,1.5166999918893946,8
Hbb-bh1,1.4176365973228995,9
Hba-a1,1.3365170239654018,10
