,dis,rank
Smchd1,514898.6024083998,1
Acvr2b,23.88006065208585,2
Foxg1,19.852326367239787,3
Col3a1,19.32886496895164,4
Id4,17.060800467707384,5
Hoxa5,14.785358393539596,6
Bcl11a,14.449350352152427,7
Adgrl2,13.814022451414075,8
Meis1,13.7816721481731,9
Ptprz1,12.551921317218497,10
