,dis,rank
Tnnt2,29015.63025768934,1
Hbb-y,123.08600012727231,2
Ednrb,112.79747328366277,3
Hba-x,107.6325509381767,4
Hba-a2,102.03001199127192,5
Hbb-bh1,95.4866848714993,6
Hba-a1,88.31717658960338,7
Col3a1,78.6487079312614,8
Glra1,57.42670513135024,9
Msx3,38.67843159981121,10
