,dis,rank
Bicc1,6120.470384383163,1
Col3a1,116.03840806261277,2
Ptprz1,114.51345825891693,3
Lhx2,110.81102627386255,4
Nr2e1,75.90109135085325,5
Fbn2,75.25288954047124,6
Cnn2,67.57466931205991,7
Meis1,66.34631502448975,8
Cntnap2,59.80703985469391,9
Wnt8b,59.331302789672904,10
