,dis,rank
Gprc5c,938.2867869207258,1
Hbb-y,15.464832403492313,2
Hba-a2,13.181451079181391,3
Hba-x,12.366848144581231,4
Hbb-bh1,12.025353774818697,5
Ptprz1,11.617738474852665,6
Hba-a1,11.341194689697026,7
Rbp1,8.96303368970295,8
Lhx2,5.734137689878979,9
Glra1,4.950741686644187,10
