,dis,rank
Adamtsl1,47119.12226365048,1
Ednrb,98.84677507453512,2
Glra1,85.43267220770429,3
Lhx2,74.59088114051261,4
Ptprz1,72.43264082738402,5
Hoxa5,71.68913052485316,6
Foxg1,55.58483051952621,7
Hoxd4,52.74415118356647,8
Nr2e1,49.73926982917744,9
Msx3,49.58104851313881,10
