,dis,rank
Zfhx3,745.8402623951413,1
Foxg1,37.931857785606034,2
Col3a1,36.58966921170921,3
Hbb-y,36.138689512415105,4
Hba-x,35.21202507448449,5
Hba-a2,33.335741094664215,6
Hbb-bh1,29.30898747524156,7
Hba-a1,28.578682374557864,8
Flrt3,24.92428031879123,9
Dmrta2,18.466785341092113,10
