,dis,rank
Cnr1,812.2186228166192,1
Ednrb,125.51533496525748,2
Glra1,113.23872345485654,3
Msx3,52.86849573306881,4
Ildr2,42.885334291641875,5
Pax3,40.571328770633684,6
Pak3,32.255850984615826,7
Pdpn,28.485066010456347,8
Rarb,26.552609491812024,9
Wnt4,23.497439036730242,10
