,dis,rank
Bcl11b,34763.2360889849,1
Col3a1,7.369877190370975,2
Glra1,7.216474059629649,3
Ednrb,6.990842084818025,4
Hoxa5,5.540353936344297,5
Hoxd4,4.641924413821446,6
Hba-x,4.591461538220855,7
Hbb-y,4.433436823740092,8
Acvr2b,4.030755094856062,9
Hba-a2,3.9344550845419484,10
