,dis,rank
Lamtor1,506.2180572119989,1
Foxg1,14.85164834397283,2
Six3,7.540357482456805,3
Adgrl2,4.621102221564107,4
Crabp2,1.4815839649929483,5
Dtymk,1.447784685759272,6
Fbl,1.2653349675306185,7
Igfbp5,1.0058267069483966,8
Dlk1,0.9514348917444648,9
Cxcl12,0.844632977111694,10
