,dis,rank
Pitx2,49.894110325165364,1
Glra1,22.719192525439592,2
Ednrb,22.55159646318094,3
Hoxa5,16.61302589486491,4
Hoxd4,13.739481820289402,5
Msx3,11.402095023658648,6
Pax3,9.464926005750932,7
Wnt4,5.9986865535168565,8
Col3a1,1.891641712517973,9
Gap43,1.2828432508222183,10
