,dis,rank
Elk3,4743.14126089348,1
Col3a1,104.5855860246807,2
Ptprz1,92.15214691818417,3
Lhx2,85.41468405431561,4
Fbn2,67.82518790067623,5
Meis1,60.136116312554144,6
Cnn2,58.242935491915624,7
Rbp1,55.55758830318008,8
Wnt8b,47.174220579082935,9
Cntnap2,44.06707838530449,10
