,dis,rank
Celsr2,397595.2930704822,1
Ptprz1,35.77106258014855,2
Col3a1,35.75183580949119,3
Hbb-y,28.234046337485,4
Hba-a2,22.352752955907487,5
Hba-x,22.20595606010017,6
Hbb-bh1,21.431817455300475,7
Nr2e1,20.947938422639588,8
Hba-a1,19.356560576162234,9
Glra1,17.71293395058183,10
