,dis,rank
Pcm1,25554.75940017994,1
Ednrb,106.27853430432074,2
Col3a1,92.72377100349424,3
Glra1,76.07582283481021,4
Acvr2b,62.18882443774235,5
Lhx2,61.631828722528816,6
Ptprz1,55.611170513862696,7
Foxg1,55.39937345498379,8
Hbb-y,52.30458398224182,9
Hba-x,50.464538768461864,10
