,dis,rank
Cryab,2350.293795903375,1
Fbn2,7.797882119507845,2
Cnn2,6.994220516887046,3
Glra1,6.821456391656865,4
Hbb-y,6.509053322874881,5
Hba-x,6.351284993376192,6
Hba-a2,5.436975564764005,7
Col3a1,5.3890270167892265,8
Hbb-bh1,5.241886389094709,9
Col1a2,4.910972302686904,10
