,dis,rank
Rarb,457498.88397708186,1
Ednrb,74.03636253767353,2
Glra1,44.99882300857912,3
Msx3,39.57760317798195,4
Hoxa5,36.139832908091435,5
Pax3,30.019316380913953,6
Hoxd4,22.000525074516478,7
Lhx2,21.018823712225956,8
Pak3,20.434792023501746,9
Wnt4,16.78440802355391,10
