,dis,rank
Dcx,27299.757099316877,1
Col3a1,304.1795594973111,2
Ednrb,202.09574111530642,3
Hbb-y,134.97247880402796,4
Hba-x,128.66130050830665,5
Glra1,118.91030101013457,6
Hba-a2,116.60193513844995,7
Foxg1,104.65433106073903,8
Hbb-bh1,103.36389792342919,9
Ptprz1,93.48803061673462,10
