,dis,rank
Stmn2,36113.819628086225,1
Ednrb,310.4737043319207,2
Glra1,238.16615168435033,3
Col3a1,228.77233897993347,4
Hoxa5,168.91589654885829,5
Msx3,139.7974825888275,6
Lhx2,115.31177206159416,7
Ptprz1,114.91143197649929,8
Hbb-y,110.15704145314413,9
Hoxd4,99.34137879138864,10
