,dis,rank
Tril,29443.825467712657,1
Ednrb,82.98702726617532,2
Glra1,75.7457959020175,3
Hbb-y,65.72357883068481,4
Col3a1,62.019438144206426,5
Hba-x,61.691988408511634,6
Hoxa5,59.961807515805035,7
Hba-a2,56.19650606058612,8
Hbb-bh1,53.10651234271301,9
Hba-a1,49.73309089049563,10
