,dis,rank
Gon4l,141.41806176344934,1
Ptprz1,37.3072181452376,2
Foxg1,37.21900531612266,3
Acvr2b,31.811180390351872,4
Id4,23.582919434518388,5
Bcl11a,21.624864314586112,6
Ildr2,19.512350121604783,7
Smchd1,15.980414284429266,8
Adgrl2,15.732030555980508,9
Prc1,14.195614288759916,10
