,dis,rank
Il11ra1,33817.535871323045,1
Glra1,35.94331131514395,2
Hba-x,15.27654832698019,3
Hbb-y,13.465866503969167,4
Hba-a2,11.225374013670267,5
Hbb-bh1,11.029611753536763,6
Fabp7,10.753875908894432,7
Hba-a1,10.084751786503833,8
Celsr2,9.98707236250155,9
Ptprz1,8.74460869382872,10
