,dis,rank
Tfap2b,31.721147681601593,1
Crabp1,1.8712556781954497,2
Nefm,0.8339735512629525,3
Nefl,0.8318131157754847,4
Ednrb,0.661477072296969,5
Gap43,0.5711456704443894,6
Ebf1,0.5290089020034259,7
Ina,0.4897026926182688,8
Onecut2,0.450626650517576,9
Msx3,0.3924091927899933,10
