,dis,rank
Anp32a,713.2010262280353,1
Ednrb,16.543836623546294,2
Col3a1,9.835629355755009,3
Hbb-y,8.529474640818918,4
Hba-x,7.298564769074954,5
Acvr2b,6.883964597966653,6
Hba-a2,6.842797522358392,7
Hbb-bh1,6.378628805839524,8
Bcl11a,5.854270109319482,9
Hba-a1,5.687948032197491,10
