,dis,rank
Fbl,64348.86073932418,1
Lhx2,8.77123535840813,2
Foxg1,8.694627879812897,3
Ptprz1,7.534667611502044,4
Col3a1,6.931163587904142,5
Acvr2b,6.693895484655191,6
Ednrb,6.063561628081914,7
Nr2e1,6.060192236691812,8
Pak3,5.901360165074744,9
Bcl11a,5.837466371049324,10
