,dis,rank
Prrx1,122511.59662329298,1
Col3a1,47.31892014194116,2
Hba-x,37.19993029057089,3
Hbb-y,36.79245554389856,4
Meis1,35.03495335681011,5
Pak3,34.10741963141034,6
Ptprz1,32.45466812251906,7
Hba-a2,32.43078348915748,8
Hbb-bh1,31.111620960799044,9
Hba-a1,28.79895086405961,10
