,dis,rank
Crabp2,60884.076146119565,1
Col3a1,17.487658176955737,2
Foxg1,11.282469609418877,3
Ednrb,10.413554075331628,4
Glra1,8.95436155802522,5
Hoxa5,8.49370452303664,6
Lhx2,8.420535203892982,7
Tshz1,7.051907860537085,8
Ptprz1,6.926382571638943,9
Hoxd4,6.45684946268312,10
