,dis,rank
Pax9,3367.7071241789345,1
Hbb-y,21.47383082759662,2
Lhx2,20.613121522706358,3
Nr2e1,18.694117476515295,4
Hba-a2,18.59617934876479,5
Hbb-bh1,16.672575382418486,6
Hba-a1,15.936971595765161,7
Hba-x,14.698383770435576,8
Dmrta2,13.0841052669271,9
Ptprz1,11.271869353628475,10
