,dis,rank
Nrk,1028.367405935459,1
Hba-x,6.360752973598087,2
Col3a1,6.1877888527624805,3
Hba-a2,5.320691032023582,4
Hba-a1,4.655278467551844,5
Hbb-y,3.908739321309576,6
Hbb-bh1,3.026928195571154,7
Fbn2,1.6709790288379516,8
Cnn2,1.424646757195684,9
Vcan,1.0495487234561027,10
