,dis,rank
Csnk1e,10395.11138566665,1
Col3a1,39.3952163434719,2
Hbb-y,27.63062356987687,3
Hba-x,25.11541403679948,4
Hba-a2,23.577597893102475,5
Fbn2,23.452218540223697,6
Hbb-bh1,22.619438634463176,7
Cnn2,22.162174461224033,8
Acvr2b,21.777513421275728,9
Hba-a1,21.5435685062212,10
