,dis,rank
Id2,72460.8556461169,1
Col3a1,134.00357517791602,2
Rbp1,75.62747435413463,3
Meis1,62.194838863944724,4
Foxg1,50.048324816976724,5
Hbb-y,46.04112563126271,6
Hba-x,40.91084345153443,7
Hba-a2,40.88158028856551,8
Ednrb,37.95185172745669,9
Fbn2,36.93982811615524,10
