,dis,rank
Ebf1,40626.72756013144,1
Col3a1,252.71472871183292,2
Ednrb,170.9542979038582,3
Glra1,153.34206879800817,4
Ptprz1,133.82656963691525,5
Lhx2,122.72214115851378,6
Foxg1,115.27906577555049,7
Cnn2,98.46390248798802,8
Nr2e1,94.65832177188052,9
Hbb-y,76.8076363088401,10
