,dis,rank
Crym,43395.57601712771,1
Col3a1,143.85043738663026,2
Ptprz1,54.84457102479063,3
Meis1,48.81550118418448,4
Col1a2,46.194854176842135,5
Rbp1,44.49374198270848,6
Fbn2,42.4502483285824,7
Vcan,40.20738766442446,8
Hbb-y,37.07503099977026,9
Cxcl12,35.914668956428585,10
