,dis,rank
Pak3,8.385141387948954,1
Aagab,0.9711237479740826,2
Lhx2,0.002871662251575424,3
Ptprz1,0.0028290587693451386,4
Foxg1,0.002317357244178586,5
Ednrb,0.002229081047176784,6
Glra1,0.00204767421080998,7
Nr2e1,0.0017984802914712272,8
Col3a1,0.001768344179419401,9
Hoxa5,0.001716887398413025,10
