,dis,rank
Gli3,315499.42500795156,1
Col3a1,15.539889909896708,2
Hbb-y,9.337621194943269,3
Fbn2,9.206145940253505,4
Glra1,8.190572400865157,5
Cnn2,7.992403051754614,6
Hba-x,7.831782614356593,7
Hba-a2,7.389789693165383,8
Hbb-bh1,6.965716755061083,9
Hba-a1,6.451593711314773,10
