,dis,rank
Cdk5r1,4433.846362134457,1
Ednrb,156.29315450452992,2
Glra1,134.04461395784344,3
Pak3,71.3843502355805,4
Msx3,65.7141161104286,5
Pax3,50.14233770476509,6
Col3a1,35.445949182531116,7
Hbb-y,33.56964965788959,8
Hba-x,29.231209728255596,9
Hba-a2,28.67636308699882,10
