,dis,rank
Hmga1-rs1,1503.0046954887337,1
Ednrb,5.232141787117053,2
Msx3,3.280642706945412,3
Foxg1,2.651241425660774,4
Rbp1,2.354841230631841,5
Meis1,2.151870778380278,6
Tshz1,1.882593783998491,7
Wnt4,1.8022891470456974,8
Bcl11a,1.4894519084847193,9
Pdpn,1.4715471904644533,10
