,dis,rank
Nhp2l1,27337.578493165252,1
Ednrb,12.748196954355691,2
Glra1,10.887565683538128,3
Hbb-y,8.381926242386943,4
Hba-x,7.250127760865979,5
Hba-a2,7.154858232437368,6
Hoxa5,6.564785747661587,7
Hbb-bh1,6.389568950477862,8
Lhx2,6.143409921867491,9
Hba-a1,5.4937420401396775,10
