,dis,rank
Fam192a,0.013193880937989011,1
Aagab,0.0,2
Pdpn,0.0,3
Pcolce,0.0,4
Pdgfa,0.0,5
Pdhb,0.0,6
Pdlim3,0.0,7
Pdlim7,0.0,8
Pds5a,0.0,9
Pcdh19,0.0,10
