,dis,rank
Tulp4,1615.6376107002343,1
Hbb-y,54.96932057571413,2
Hba-x,48.14165689726029,3
Hba-a2,45.76129702410044,4
Hbb-bh1,43.62075444523023,5
Hba-a1,41.21176294653492,6
Pou3f2,13.176262012222654,7
Pak3,10.312610385862664,8
Rnd2,5.426469357123353,9
Rnf165,2.3460848601136957,10
