,dis,rank
Zfp280d,70.20026874157573,1
Ednrb,57.830587041605995,2
Hbb-y,43.22971986331855,3
Hba-x,40.110533288030005,4
Hba-a2,37.325409024720834,5
Hbb-bh1,35.09330665466226,6
Hba-a1,32.918607417749726,7
Acvr2b,31.54271815054861,8
Bcl11a,21.919351256398308,9
Kif21a,13.455017564890266,10
