,dis,rank
Thsd7a,3679.784463833751,1
Ednrb,196.70399887358397,2
Msx3,80.31208584167376,3
Pak3,63.21481410024302,4
Pax3,61.71662436040643,5
Glra1,49.38675154997173,6
Col3a1,46.88174847973311,7
Ildr2,45.41427922264434,8
Hbb-y,44.54478976488875,9
Hba-a2,38.45008173868634,10
