,dis,rank
Nfatc4,2605.0967554115336,1
Hbb-y,63.07876795741869,2
Col3a1,60.9026262587244,3
Hba-x,59.58610682228208,4
Hba-a2,53.80752865824373,5
Hbb-bh1,50.63407657417153,6
Hba-a1,47.405932130363965,7
Fbn2,38.417516738613486,8
Cnn2,33.931205921004235,9
Vcan,18.26122753579122,10
