,dis,rank
Pou6f2,1331.2669151228588,1
Ednrb,284.62493161084296,2
Glra1,225.44519604747865,3
Hoxa5,135.2928896965293,4
Msx3,125.08895292875896,5
Hoxd4,103.7592391820122,6
Pax3,93.90361908753981,7
Tshz1,84.80139467501273,8
Pak3,79.61969611859972,9
Bcl11a,75.17759863945827,10
