,dis,rank
Sh3bgr,2105.3230025992925,1
Hbb-y,17.413953274494503,2
Hba-x,17.030375713067414,3
Hba-a2,14.79233024779912,4
Hbb-bh1,14.13147823712114,5
Hba-a1,13.105530125968393,6
Col3a1,12.33531292553618,7
Rarb,10.532483692097285,8
Flrt3,6.910427384682533,9
Vcan,4.185577912725728,10
