,dis,rank
Ube4b,1315.2766959122966,1
Hba-x,19.542206132044594,2
Hbb-y,18.625326914887868,3
Hba-a2,18.28390535305383,4
Ednrb,16.329335609024483,5
Hbb-bh1,16.205837071135154,6
Hba-a1,15.364040244640446,7
Meis1,14.155393028577263,8
Glra1,12.069526634517619,9
Rbp1,10.703443686540927,10
