,dis,rank
Tnni3,2276.862263474178,1
Vcan,23.265243098841726,2
Fbn2,20.64791422266496,3
Glra1,18.071352354857222,4
Cnn2,17.421607431987585,5
Col3a1,17.280995872445477,6
Col1a2,13.288318207703655,7
Hbb-y,12.889995870925151,8
Ednrb,12.49847819505117,9
Hba-x,11.970239779167589,10
