,dis,rank
Hbb-bt,257633.76760777764,1
Hbb-y,575.0658162625089,2
Hba-x,528.3945795313905,3
Hba-a2,487.2786246026451,4
Hbb-bh1,457.5283891810128,5
Hba-a1,427.1207989572309,6
Col3a1,370.3429186096348,7
Glra1,286.15716365917115,8
Ednrb,219.47820213551879,9
Hoxa5,154.3405565113826,10
