,dis,rank
Lgals1,672263.1473190148,1
Col3a1,378.85090402587383,2
Ednrb,228.93489765298062,3
Glra1,217.46540691634993,4
Lhx2,175.5957647118883,5
Ptprz1,172.80030888538857,6
Fbn2,150.55857534901912,7
Cnn2,145.71267077910662,8
Hoxa5,135.42776853611133,9
Nr2e1,132.93960893664524,10
