,dis,rank
Echs1,1452.5553850324218,1
Col3a1,14.044370517504058,2
Foxg1,13.16058967117707,3
Ednrb,9.534834942460202,4
Adgrl2,7.846581642471733,5
Bcl11a,7.653278418173427,6
Lhx2,7.551817967616133,7
Acvr2b,7.176664529725869,8
Hbb-y,7.049839439702179,9
Ptprz1,6.686215382253326,10
