,dis,rank
Map2,13521.973375073403,1
Ptprz1,113.31294998650822,2
Lhx2,107.50813223678468,3
Ednrb,98.95548505220621,4
Glra1,94.98130815519713,5
Col3a1,94.50915487143651,6
Hoxa5,73.44783600104162,7
Fbn2,72.88849569052998,8
Pak3,50.09096510340244,9
Msx3,47.078651285667874,10
