,dis,rank
Acat1,0.3158707910147929,1
Aagab,0.0,2
Pdlim7,0.0,3
Pcdh19,0.0,4
Pcm1,0.0,5
Pcolce,0.0,6
Pdgfa,0.0,7
Pdhb,0.0,8
Pdlim3,0.0,9
Pdpn,0.0,10
