,dis,rank
Hsbp1,9716.844152588954,1
Col3a1,5.425218372223507,2
Pak3,5.319951212380791,3
Ednrb,4.162903830833491,4
Lhx2,3.2219136209776824,5
Hbb-y,3.0948904079905164,6
Glra1,2.911949801698618,7
Hba-x,2.763521115882761,8
Hba-a2,2.673422440605895,9
Fbn2,2.469652134923579,10
