,dis,rank
Bcl11a,855817.872886847,1
Foxg1,139.7597315301581,2
Ptprz1,86.49801557846439,3
Acvr2b,80.64025105445715,4
Ednrb,79.95638582417268,5
Col3a1,74.07229478042402,6
Lhx2,58.28087319507137,7
Nr2e1,44.990335833613145,8
Hbb-y,43.67004899553414,9
Adgrl2,36.02175998046173,10
