,dis,rank
Fbln1,14155.368866432875,1
Ednrb,81.58912082505984,2
Glra1,68.27964915365293,3
Hbb-y,59.95006470794855,4
Hba-x,57.62205246501083,5
Hoxa5,56.79601203949585,6
Hba-a2,50.98996278983115,7
Hbb-bh1,48.4990990206843,8
Col3a1,45.68867587374615,9
Hba-a1,45.080191287273834,10
