,dis,rank
Fkbp9,728.5590971488085,1
Hbb-y,44.19505254050481,2
Hba-a2,37.47254271889455,3
Hbb-bh1,35.46377822421215,4
Hba-a1,33.00987477456546,5
Col3a1,30.874166803049352,6
Fbn2,21.09101740155084,7
Cnn2,19.379593674043925,8
Col4a1,9.277359727690326,9
Col1a2,6.90014696512886,10
