,dis,rank
Tshz1,1006451.9884652245,1
Ednrb,349.599981330629,2
Glra1,260.39486759426853,3
Meis1,175.52427314083408,4
Hoxa5,174.379255591386,5
Msx3,132.4148338135518,6
Hbb-y,115.11263699891404,7
Rbp1,112.90181115329783,8
Hoxd4,105.88301330034602,9
Hba-x,101.46099736105135,10
