,dis,rank
Gap43,5.253988103022584,1
Gm37254,0.9302570760175768,2
Col3a1,0.01187150777587953,3
Ednrb,0.01074835932892415,4
Glra1,0.010507627042932288,5
Hoxa5,0.007538071235766219,6
Cnn2,0.006225373353861086,7
Hoxd4,0.005831492469518196,8
Id4,0.005312187743200747,9
Msx3,0.004857191351594459,10
