,dis,rank
Cks1b,13593.853384672653,1
Foxg1,27.340711729939517,2
Acvr2b,20.01554832799385,3
Col3a1,19.305168446144727,4
Lhx2,17.541269006839755,5
Ednrb,17.50817466121137,6
Ptprz1,15.70816082553499,7
Bcl11a,15.585726609977428,8
Adgrl2,14.154859275064076,9
Id4,14.007327718764309,10
