,dis,rank
Kif21a,470647.71222794265,1
Col3a1,156.9797574325297,2
Hbb-y,91.23580257005007,3
Acvr2b,89.58359368292948,4
Fbn2,74.75636786317031,5
Hbb-bh1,73.45841856459265,6
Cnn2,72.22629719644854,7
Hba-x,62.327306011858795,8
Hba-a2,60.17907710885235,9
Hba-a1,53.68682407369204,10
