,dis,rank
Foxc1,292513.06948231754,1
Col3a1,516.4075297302803,2
Fbn2,217.83445496486152,3
Hbb-y,215.4853926786956,4
Hba-x,190.83538247160007,5
Hba-a2,186.28994374865076,6
Hbb-bh1,172.14530108082675,7
Ptprz1,168.6492666077901,8
Cnn2,165.77522916454774,9
Hba-a1,163.99455704710954,10
